step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
295.0,44,2388.0,16.356164383561644,9.15140429262789,44,2401.0,0.5510214174234551,44,2401.0
300.0,46,2615.0,17.66891891891892,9.187189082883481,46,2628.0,0.559909432436984,46,2628.0
305.0,46,2845.0,18.717105263157894,9.226700616584584,46,2858.0,0.5524888843575814,46,2858.0
310.0,48,3083.0,20.15032679738562,9.223460153891612,48,3096.0,0.5539367858139597,48,3096.0
315.0,49,3325.0,22.019867549668874,8.878767000342322,49,3338.0,0.525947193893648,49,3338.0
320.0,52,3578.0,23.695364238410598,8.493893284465916,52,3591.0,0.5088003376058147,52,3591.0
325.0,56,3853.0,26.210884353741495,8.23758517232901,56,3866.0,0.5034468297718127,56,3866.0
330.0,52,3323.0,22.153333333333332,7.69780755488792,52,4145.0,0.4614709509660003,52,4145.0
335.0,32,1430.0,9.166666666666666,7.797589208357122,32,2857.0,0.5135027279713533,32,2857.0
340.0,26,1366.0,8.329268292682928,7.955024751472834,26,2984.0,0.5091810871058139,26,2984.0
345.0,41,1508.0,8.818713450292398,7.965352087096816,41,3085.0,0.5052333791099363,41,3085.0
350.0,57,1766.0,10.208092485549132,8.186171120917683,57,3339.0,0.5010169818461863,57,3339.0
355.0,62,2066.0,11.541899441340782,8.4072809642951,62,3639.0,0.4954556959166043,62,3639.0
360.0,62,2376.0,12.91304347826087,8.650062455291833,62,3949.0,0.5004947012558734,62,3949.0
365.0,65,2694.0,14.03125,8.736842840632528,65,4267.0,0.5154313745367354,65,4267.0
370.0,69,3027.0,15.683937823834198,8.362862021059074,69,4600.0,0.49133684669055266,69,4600.0
375.0,73,3388.0,17.463917525773194,8.19828222373252,73,4961.0,0.48129620057237305,73,4961.0
380.0,76,3761.0,19.091370558375633,8.058888634603639,76,5334.0,0.4730339351006342,76,5334.0
385.0,78,4150.0,20.34313725490196,8.058142430095705,78,5723.0,0.46814265607963124,78,5723.0
390.0,80,4289.0,20.719806763285025,7.570342754961935,80,6119.0,0.43692077883247343,80,6119.0
395.0,87,4427.0,21.080952380952382,7.2665004573201735,87,6088.0,0.4373609789760764,87,6088.0
400.0,88,4830.0,22.676056338028168,6.8034041148533175,88,6538.0,0.4024895925938731,88,6538.0
405.0,84,5189.0,24.134883720930233,6.5912325606968105,84,6880.0,0.4107445680573464,84,6880.0
410.0,90,5614.0,26.606635071090047,6.3229915317124945,90,7315.0,0.38845421541872016,90,7315.0
415.0,103,6093.0,29.15311004784689,5.9618704684610835,103,7688.0,0.3605750708559805,103,7688.0
420.0,111,6637.0,31.15962441314554,5.77963412049778,111,8227.0,0.3484705513358339,111,8227.0
425.0,117,7214.0,32.64253393665158,5.760167693098748,117,8804.0,0.3519854995476865,117,8804.0
430.0,123,7817.0,34.436123348017624,5.8343554039475904,123,9407.0,0.35940761529486304,123,9407.0
435.0,129,8449.0,35.5,5.728010005668568,129,10039.0,0.35738837282147484,129,10039.0
440.0,136,9117.0,36.76209677419355,5.779088099664274,136,10707.0,0.37121450247920396,136,10707.0
445.0,144,9816.0,37.8996138996139,5.690643181764575,144,11406.0,0.36432142397010037,144,11406.0
450.0,146,10544.0,38.76470588235294,5.839774190908131,146,12134.0,0.3748820286462294,146,12134.0
455.0,156,11307.0,39.95406360424028,5.734110734461456,156,12897.0,0.36584167518547167,156,12897.0
460.0,160,12094.0,42.13937282229965,5.636132365351008,160,13686.0,0.363302313281187,160,13686.0
465.0,167,12921.0,45.02090592334495,5.287917469343738,167,14513.0,0.35482635712420285,167,14513.0
470.0,174,13779.0,47.18835616438356,5.0248312877966015,174,15371.0,0.33988157379407724,174,15371.0
475.0,180,14672.0,48.42244224422442,4.971693621476412,180,16264.0,0.33927177410945014,180,16264.0
480.0,192,15610.0,49.24290220820189,4.8985903319962585,192,17202.0,0.34122966656429515,192,17202.0
485.0,202,16607.0,50.47720364741642,4.85027910291357,202,18199.0,0.3393547553050373,202,18199.0
490.0,213,17648.0,52.523809523809526,4.492050674749671,213,19240.0,0.31416430181522786,213,19240.0
495.0,224,18748.0,54.34202898550725,4.267066283953823,224,20340.0,0.2979980135986358,224,20340.0
500.0,238,19913.0,57.22126436781609,3.7193300579436492,238,21505.0,0.25854209283628604,238,21505.0
505.0,254,21162.0,59.11173184357542,3.537639714836224,254,22754.0,0.24689942581751836,254,22754.0
510.0,265,22471.0,60.8970189701897,3.56945606566106,265,24063.0,0.2495818881622126,265,24063.0
515.0,265,22749.0,60.182539682539684,3.549476711676326,265,25396.0,0.2512861494597945,265,25396.0
520.0,243,18791.0,48.80779220779221,3.3733425371031904,243,23638.0,0.24030979550968126,243,23638.0
525.0,238,15527.0,39.710997442455245,3.3032312916623505,238,24860.0,0.22608873000322977,238,24860.0
530.0,217,10948.0,27.166253101736974,3.5505570487295257,217,24611.0,0.23481423095277165,217,24611.0
535.0,189,8314.0,20.179611650485437,4.000289996505622,189,24979.0,0.2550883613647721,189,24979.0
540.0,170,6805.0,16.163895486935868,4.347999277577606,170,24680.0,0.258417403469434,170,24680.0
545.0,161,6278.0,14.532407407407407,4.979208792326055,161,24287.0,0.276401809268228,161,24287.0
550.0,158,6344.0,14.352941176470589,5.3624199996883775,158,24295.0,0.2813248265173968,158,24295.0
555.0,166,6894.0,15.252212389380531,5.914275089041127,166,24375.0,0.3044958581176507,166,24375.0
560.0,184,7006.0,15.230434782608695,5.919589083764174,184,25204.0,0.30013154110567924,184,25204.0
565.0,206,5274.0,11.197452229299364,5.642019707911014,206,24806.0,0.27973106671744435,206,24806.0
570.0,241,5223.0,10.746913580246913,5.261234885348041,241,25941.0,0.24748530352263726,241,25941.0
575.0,269,5895.0,11.837349397590362,4.97777310760022,269,27035.0,0.22950787770869802,269,27035.0
580.0,290,6934.0,13.676528599605522,4.933948239556254,290,28458.0,0.22680901976841816,290,28458.0
585.0,279,6757.0,13.301181102362206,4.902315762598837,279,26625.0,0.22872512775708914,279,26625.0
590.0,269,6951.0,13.683070866141732,5.009531713938602,269,26532.0,0.24186053870330218,269,26532.0
595.0,254,6938.0,13.711462450592885,5.124429233430561,254,24679.0,0.2523665745585353,254,24679.0
600.0,245,6983.0,13.966,5.1837195831903715,245,23022.0,0.2531767633370551,245,23022.0
605.0,215,6395.0,12.84136546184739,5.514620383788092,215,21165.0,0.27585060581126164,215,21165.0
610.0,200,5754.0,11.624242424242425,5.341210772522843,200,22098.0,0.26840397879996264,200,22098.0
615.0,173,4517.0,9.034,5.144981586099365,173,22120.0,0.2675094014355879,173,22120.0
620.0,171,3885.0,7.662721893491124,5.27060060552867,171,22397.0,0.2766984510667944,171,22397.0
625.0,169,3324.0,6.517647058823529,5.541098417092568,169,22331.0,0.2893055111823788,169,22331.0
630.0,172,3239.0,6.2771317829457365,5.929303217909848,172,22245.0,0.2962908865345499,172,22245.0
635.0,163,3443.0,6.520833333333333,6.36579996602256,163,22373.0,0.3128953970649138,163,22373.0
640.0,175,4183.0,7.7606679035250465,6.621145158300663,175,22495.0,0.323392030450478,175,22495.0
645.0,189,5064.0,9.377777777777778,6.812014845957023,189,22782.0,0.3330065673982826,189,22782.0
650.0,214,5912.0,11.029850746268657,6.572962746174861,214,23769.0,0.3225901421010259,214,23769.0
655.0,236,6324.0,11.864915572232645,5.894997498239983,236,23420.0,0.27650022116990464,236,23420.0
660.0,256,6635.0,12.566287878787879,5.153601628078038,256,24459.0,0.22936290614904625,256,24459.0
665.0,268,6233.0,11.84980988593156,4.711274540426268,268,23784.0,0.20046515071411108,268,23784.0
670.0,273,6083.0,11.370093457943925,4.780827845925403,273,23800.0,0.206195081779693,273,23800.0
675.0,267,6187.0,11.651600753295668,4.957918752518931,267,22875.0,0.21830063754078097,267,22875.0
680.0,244,6170.0,11.511194029850746,5.3807439792077005,244,21487.0,0.23486842468298597,244,21487.0
685.0,235,6308.0,11.746741154562384,5.63280588264076,235,20994.0,0.2487852752846459,235,20994.0
690.0,226,6280.0,11.826741996233523,5.545398386211998,226,21438.0,0.2595335699991081,226,21438.0
695.0,188,4927.0,9.261278195488721,5.452306340657262,188,21419.0,0.2668934231532135,188,21419.0
700.0,176,4289.0,8.077212806026365,5.52602883577815,176,22035.0,0.2779811261087402,176,22035.0
705.0,147,3735.0,7.073863636363637,5.72510489673575,147,22157.0,0.3039290619463399,147,22157.0
710.0,149,3898.0,7.354716981132076,6.051048850671146,149,22131.0,0.32054747914841786,149,22131.0
715.0,162,4504.0,8.325323475046211,6.471075994178203,162,22402.0,0.3395121948271313,162,22402.0
720.0,181,5350.0,9.7985347985348,6.653715173066829,181,22747.0,0.3431544808461171,181,22747.0
725.0,209,6197.0,11.105734767025089,6.2767607161806405,209,23659.0,0.3108131323510629,209,23659.0
730.0,242,6743.0,12.041071428571428,5.738554767556342,242,23302.0,0.2667300659356403,242,23302.0
735.0,275,7482.0,13.408602150537634,5.31109530625354,275,23971.0,0.2442678898264123,275,23971.0
740.0,298,8281.0,14.813953488372093,5.007031822110571,298,25422.0,0.23065777454069936,298,25422.0
745.0,291,7993.0,14.24777183600713,4.953826332461979,291,24875.0,0.23821593573660865,291,24875.0
750.0,284,8066.0,14.352313167259787,4.928015373599187,284,25324.0,0.23986016293662263,284,25324.0
755.0,276,8234.0,14.625222024866785,5.103774050448841,276,24458.0,0.25376905029147934,276,24458.0
760.0,268,8483.0,14.908611599297013,5.269949299102224,268,23876.0,0.2517464717096131,268,23876.0
765.0,264,8502.0,14.889667250437828,5.203589538007691,264,24862.0,0.2516771383711192,264,24862.0
770.0,245,7598.0,13.260034904013962,5.167392554834628,245,25382.0,0.26308846625140053,245,25382.0
775.0,233,6862.0,11.913194444444445,5.158055644224256,233,26109.0,0.27400611927943297,233,26109.0
780.0,211,6345.0,11.151142355008787,5.194005793676872,211,26569.0,0.2827553313428108,211,26569.0
785.0,193,6265.0,10.8578856152513,5.5650173046097215,193,26923.0,0.297166280393205,193,26923.0
790.0,199,6639.0,11.233502538071066,5.6190074479586665,199,27892.0,0.29563488892353373,199,27892.0
795.0,223,7089.0,11.795341098169716,5.467497111838405,223,27654.0,0.2829728955225881,223,27654.0
800.0,252,7767.0,12.649837133550488,5.286153864250011,252,27947.0,0.2719492587786658,252,27947.0
805.0,288,8768.0,14.051282051282051,5.023894481512739,288,28411.0,0.2560413662290509,288,28411.0
810.0,316,9650.0,15.293185419968305,4.7682056280208585,316,29817.0,0.24332303752567944,316,29817.0
815.0,323,9772.0,15.413249211356467,4.447609743802147,323,29451.0,0.23233861958027524,323,29451.0
820.0,331,10273.0,16.177952755905512,4.340738608229212,331,29956.0,0.2327095824632149,331,29956.0
825.0,343,10860.0,16.942277691107645,4.469507153800644,343,29609.0,0.23523950782009298,343,29609.0
830.0,341,11543.0,17.84080370942813,4.604660810492355,341,28603.0,0.2385749197199668,341,28603.0
835.0,321,11783.0,17.93455098934551,4.892617231084153,321,28356.0,0.251453058419243,321,28356.0
840.0,325,12697.0,19.296352583586625,4.905469418545124,325,28139.0,0.24890649881012858,325,28139.0
845.0,302,13056.0,19.692307692307693,5.105468570320882,302,27740.0,0.2593016195474539,302,27740.0
850.0,305,13536.0,20.263473053892216,4.875456889568249,305,29007.0,0.2396469103585744,305,29007.0
855.0,294,12652.0,18.688330871491875,4.6903105282825095,294,29276.0,0.2250853466827798,294,29276.0
860.0,273,12037.0,17.521106259097525,4.766828216528999,273,30090.0,0.2318035443682904,273,30090.0
865.0,248,11314.0,16.20916905444126,4.987216114740928,248,30018.0,0.24112893972226462,248,30018.0
870.0,239,10965.0,15.465444287729197,5.1792693663603195,239,30024.0,0.2434884603123941,239,30024.0
875.0,236,11071.0,15.397774687065368,5.351309149347837,236,30209.0,0.24501803786526855,236,30209.0
880.0,242,11571.0,16.183216783216782,5.39835351069921,242,30548.0,0.2513671641407991,242,30548.0
885.0,242,12260.0,17.267605633802816,5.168751620348503,242,31646.0,0.24991913110953662,242,31646.0
890.0,264,12778.0,17.971870604781998,4.865870279403076,264,32155.0,0.24030663792968893,264,32155.0
895.0,294,13315.0,18.67461430575035,4.686506035939144,294,33574.0,0.23357826451262687,294,33574.0
900.0,298,12895.0,17.959610027855152,4.507013813698193,298,33091.0,0.2280667716417732,298,33091.0
905.0,316,12899.0,17.99023709902371,4.322765162139957,316,33683.0,0.21820053935211234,316,33683.0
910.0,336,13453.0,18.710709318497912,4.193579381930577,336,33494.0,0.19880491114360924,336,33494.0
915.0,360,14307.0,19.571819425444595,4.3603798026258165,360,33343.0,0.20339301576154956,360,33343.0
920.0,370,15124.0,20.746227709190673,4.478533038249206,370,33625.0,0.21221395732549242,370,33625.0
925.0,379,15898.0,21.718579234972676,4.188157716967792,379,35276.0,0.1961461999654674,379,35276.0
930.0,345,15514.0,21.310439560439562,3.894793329307839,345,35899.0,0.18797770317569665,345,35899.0
935.0,351,15773.0,21.45986394557823,3.9188385044066822,351,36827.0,0.19218841317414959,351,36827.0
940.0,348,16097.0,21.723346828609987,4.128103839759429,348,37727.0,0.20568007995519585,348,37727.0
945.0,340,16304.0,22.12211668928087,4.2613956582361405,340,37985.0,0.20282823531075664,340,37985.0
950.0,329,16645.0,22.312332439678283,4.486178831254881,329,38562.0,0.2093021907233768,329,38562.0
955.0,311,16881.0,22.41832669322709,4.7069519900272,311,39175.0,0.21587189473087234,311,39175.0
960.0,306,17783.0,23.33727034120735,4.9129094915682145,306,39863.0,0.22082829138123056,306,39863.0
965.0,329,18221.0,23.63294422827497,4.777622860806354,329,41379.0,0.21783118143238236,329,41379.0
970.0,349,16536.0,21.419689119170986,4.4925344204071065,349,41358.0,0.20925049905257764,349,41358.0
975.0,363,14896.0,19.345454545454544,4.1574269434447215,363,43148.0,0.19481521803044766,363,43148.0
980.0,373,13370.0,17.363636363636363,3.9119726610832655,373,43041.0,0.18192095320613355,373,43041.0
985.0,383,12292.0,15.881136950904393,3.8090917777323376,383,43878.0,0.17530339230348344,383,43878.0
990.0,403,11531.0,14.633248730964468,3.85150813542757,403,44189.0,0.16943598171421237,403,44189.0
995.0,411,11020.0,13.967046894803548,3.9602366547116428,411,43918.0,0.17320421735575237,411,43918.0
1000.0,392,11109.0,14.062025316455696,4.193056479313701,392,44006.0,0.18606370600789596,392,44006.0
1005.0,397,11343.0,14.25,4.05087695645358,397,45782.0,0.1837175214863032,397,45782.0
1010.0,370,10922.0,13.79040404040404,3.9262181755066625,370,46629.0,0.18955091432218557,370,46629.0
1015.0,367,10930.0,13.713927227101632,3.857310413188372,367,47907.0,0.18927806580740678,367,47907.0
1020.0,368,10900.0,13.607990012484395,3.8896134906833266,368,48774.0,0.19174557981254292,368,48774.0
1025.0,364,10970.0,13.526510480887794,4.050580984705034,364,49630.0,0.1918496841500783,364,49630.0
1030.0,374,11526.0,14.177121771217712,4.131197091382772,374,50511.0,0.1855753747971045,374,50511.0
1035.0,376,12201.0,14.98894348894349,4.129734473510392,376,51507.0,0.1743214257220966,376,51507.0
1040.0,365,13139.0,16.121472392638037,4.24470319903539,365,52449.0,0.1775059133295307,365,52449.0
1045.0,372,14016.0,17.09268292682927,4.16023505617141,372,54182.0,0.17690957556855227,372,54182.0
1050.0,383,14035.0,17.15770171149144,3.85547460259167,383,55007.0,0.1628550841671336,383,55007.0
1055.0,403,13966.0,16.96962332928311,3.6915303669653317,403,56995.0,0.15838203042361018,403,56995.0
1060.0,399,13107.0,15.887272727272727,3.4919906598590518,399,56920.0,0.15882133833718468,399,56920.0
1065.0,405,12529.0,15.004790419161676,3.662309130117524,405,57712.0,0.17142879049070672,405,57712.0
1070.0,415,12442.0,14.794292508917955,3.772561889146149,415,57799.0,0.17056985755493648,415,57799.0
1075.0,431,12724.0,15.256594724220623,3.73720755501397,431,57907.0,0.1622487116818584,431,57907.0
1080.0,438,13381.0,16.044364508393286,3.744989668129839,438,58210.0,0.15753853730834494,438,58210.0
1085.0,437,14222.0,17.09375,3.805657976656693,437,58152.0,0.15949161742046827,437,58152.0
1090.0,434,15114.0,18.12230215827338,3.8876280888030212,434,58381.0,0.16624950269530608,434,58381.0
1095.0,438,15913.0,19.126201923076923,3.72705194650515,438,60124.0,0.1558601012755388,438,60124.0
1100.0,434,15504.0,18.769975786924938,3.5307845313836856,434,61265.0,0.15116509822750923,434,61265.0
1105.0,432,15664.0,18.849578820697953,3.5009184373315847,432,62702.0,0.14902707800946247,432,62702.0
1110.0,420,16011.0,19.03804994054697,3.659559863554149,420,63557.0,0.15189874765000627,420,63557.0
1115.0,419,16209.0,19.047003525264394,3.760999031425044,419,65152.0,0.1622657884795536,419,65152.0
1120.0,425,16180.0,18.901869158878505,3.622228382612162,425,65871.0,0.15328259251570756,425,65871.0
1125.0,416,15987.0,18.654609101516918,3.3948009223907616,416,67783.0,0.14234653558365584,416,67783.0
1130.0,422,14919.0,17.34767441860465,3.232982541788565,422,67741.0,0.14308392965443348,422,67741.0
1135.0,429,14535.0,16.803468208092486,3.2785655327207706,429,68774.0,0.15029896833792203,429,68774.0
1140.0,448,14539.0,17.104705882352942,3.020153714332369,448,68612.0,0.14820383479821037,448,68612.0
1145.0,464,14679.0,17.412811387900355,2.857404435757234,464,68614.0,0.14389055491834282,464,68614.0
1150.0,460,12885.0,15.248520710059172,2.76288692002217,460,69984.0,0.14340849228716465,460,69984.0
1155.0,468,12135.0,14.242957746478874,2.6650459455832265,468,70461.0,0.14079596582583226,468,70461.0
1160.0,503,12239.0,14.16550925925926,2.6774545058889916,503,71667.0,0.13793841182455374,503,71667.0
1165.0,520,12606.0,14.607184241019699,2.509642839321044,520,74103.0,0.13056140920050924,520,74103.0
1170.0,527,11857.0,13.75522041763341,2.313127733810314,527,75478.0,0.12084741534487334,527,75478.0
1175.0,532,12061.0,13.94335260115607,2.21999308671173,532,77187.0,0.11170286417445525,532,77187.0
1180.0,538,12223.0,13.98512585812357,2.3676278357226987,538,78530.0,0.11280931402677843,538,78530.0
1185.0,532,12443.0,14.028184892897407,2.623328592004071,532,79673.0,0.11631146617982753,532,79673.0
1190.0,529,12762.0,14.291153415453527,2.8247412745548917,529,80830.0,0.12149686430050924,529,80830.0
1195.0,526,12704.0,14.068660022148395,2.844233042674802,526,83298.0,0.12337564833399613,526,83298.0
1200.0,510,12014.0,13.187705817782657,2.878226673302918,510,83913.0,0.12739787135651517,510,83913.0
1205.0,528,12224.0,13.33042529989095,2.873023958407905,528,85242.0,0.12798252832841495,528,85242.0
1210.0,535,12994.0,14.093275488069414,2.73644058092477,535,86372.0,0.11608321842505538,535,86372.0
1215.0,558,13999.0,15.020386266094421,2.6412755976748272,558,87083.0,0.10760748372115407,558,87083.0
1220.0,566,14729.0,15.803648068669528,2.4414072160706692,566,89476.0,0.09742170695409587,566,89476.0
1225.0,566,14705.0,15.593849416755036,2.4587785241861813,566,89766.0,0.10230622155437726,566,89766.0
1230.0,540,14441.0,15.330148619957537,2.3970377429593976,540,90646.0,0.10092582291125714,540,90646.0
1235.0,538,14726.0,15.61611876988335,2.5417979028801594,538,90153.0,0.10856227302178417,538,90153.0
1240.0,549,15519.0,16.404862579281183,2.6232626033825452,549,90094.0,0.11314220082205333,549,90094.0
1245.0,562,16712.0,17.66596194503171,2.7304755054881658,562,90511.0,0.11624775196071892,562,90511.0
1250.0,558,18063.0,19.236421725239616,2.781715196772406,558,90025.0,0.11905811834508043,558,90025.0
1255.0,542,19343.0,20.42555438225977,3.054963894152501,542,90112.0,0.1343505086366661,542,90112.0
1260.0,543,20879.0,21.817136886102404,3.329051589777072,543,89896.0,0.14450666704904416,543,89896.0
1265.0,551,22688.0,23.53526970954357,3.4495676109546842,551,89751.0,0.1421904078398318,551,89751.0
1270.0,569,24092.0,24.888429752066116,3.2541622061337563,569,92305.0,0.1315679778758813,569,92305.0
1275.0,577,23793.0,24.303370786516854,3.2011828785461693,577,92793.0,0.12676891792416975,577,92793.0
1280.0,563,23673.0,23.86391129032258,3.2894132806869645,563,94407.0,0.13133186672397518,563,94407.0
1285.0,537,23394.0,23.464393179538614,3.455758392264499,537,95011.0,0.14136557322598656,537,95011.0
1290.0,520,23348.0,23.44176706827309,3.6656550314255925,520,95023.0,0.15271886285074918,520,95023.0
1295.0,535,23338.0,23.45527638190955,3.556890139138541,535,97098.0,0.14161126383292352,535,97098.0
1300.0,521,22469.0,22.67305751765893,3.273574537657346,521,97834.0,0.13096280010291478,521,97834.0
1305.0,521,21709.0,22.08443540183113,3.097639433350716,521,99394.0,0.12907931969664305,521,99394.0
1310.0,510,21451.0,21.911133810010213,2.853370975747659,510,100053.0,0.12257323510215848,510,100053.0
1315.0,504,21607.0,22.161025641025642,2.7615755550333088,504,99968.0,0.1213983256976782,504,99968.0
1320.0,494,21927.0,22.420245398773005,2.816011676412729,494,100528.0,0.13318615543387194,494,100528.0
1325.0,499,22790.0,23.13705583756345,2.8472060495383964,499,101381.0,0.13636966914396334,499,101381.0
1330.0,511,24191.0,24.484817813765183,2.692626408693369,511,103188.0,0.12899303517200622,511,103188.0
1335.0,526,24737.0,24.986868686868686,2.5008684089660047,526,103308.0,0.12144628659194957,526,103308.0
1340.0,539,25634.0,26.05081300813008,2.405749670691179,539,104141.0,0.11769394902600895,539,104141.0
1345.0,561,26930.0,27.34010152284264,2.336828305558218,561,103890.0,0.11305072348961819,561,103890.0
1350.0,583,28269.0,28.787169042769857,2.390769732078311,583,103723.0,0.10838531367378676,583,103723.0
1355.0,607,29578.0,29.906976744186046,2.493809103656992,607,104181.0,0.11013866033169933,607,104181.0
1360.0,606,30967.0,31.34311740890688,2.536852782142723,606,104212.0,0.10306645263202295,606,104212.0
1365.0,592,32500.0,32.5,2.865010053102862,592,104274.0,0.1156138520880487,592,104274.0
1370.0,590,34376.0,34.376,3.0908755823216336,590,104916.0,0.1248206468049611,590,104916.0
1375.0,606,36204.0,36.131736526946106,2.881498308740088,606,107261.0,0.10891581381226628,606,107261.0
1380.0,622,37934.0,37.67030784508441,2.719954073797702,622,108745.0,0.098812477511506,622,108745.0
1385.0,638,39792.0,39.476190476190474,2.5600733876758412,638,111143.0,0.091228783106613,638,111143.0
1390.0,656,41930.0,41.310344827586206,2.5121606236728784,656,112978.0,0.08451781693814972,656,112978.0
