step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,11.49409466329962,0,0.0,0.8456529049448624,0,0.0
20.0,0,0.0,0.0,13.332636087889181,0,0.0,0.9798579471876666,0,0.0
25.0,0,0.0,0.0,13.375209060486736,0,0.0,0.9825593105234953,0,0.0
30.0,0,0.0,0.0,12.374363102816334,0,0.0,0.9788571330485382,0,0.0
35.0,0,0.0,0.0,12.037187420400775,0,0.0,0.9563094681381976,0,0.0
40.0,0,0.0,0.0,12.36120250364834,0,0.0,0.9760665144034947,0,0.0
45.0,0,0.0,0.0,12.226153985518943,0,0.0,0.9414356070802753,0,0.0
50.0,0,0.0,0.0,12.850659148589985,0,0.0,0.9855536455199007,0,0.0
55.0,0,0.0,0.0,12.355888892122984,0,0.0,0.9178257722852047,0,0.0
60.0,0,0.0,0.0,12.806953456410259,0,0.0,0.9322088912238555,0,0.0
65.0,0,0.0,0.0,13.27731140535984,0,0.0,0.9426359729362735,0,0.0
70.0,0,0.0,0.0,13.90560259012124,0,0.0,0.9818469957402165,0,0.0
75.0,0,0.0,0.0,12.972247401180228,0,1.0,0.8993416958086407,0,1.0
80.0,0,0.0,0.0,13.317523068772477,0,0.0,0.975683208033998,0,0.0
85.0,0,0.0,0.0,13.168845008306029,0,0.0,0.94558196063733,0,0.0
90.0,0,0.0,0.0,13.668678511524163,0,0.0,0.9703082301975977,0,0.0
95.0,0,0.0,0.0,12.25736936960831,0,0.0,0.8233197327478499,0,0.0
100.0,2,9.0,0.375,11.977326188137448,2,9.0,0.7872282966698452,2,9.0
105.0,3,23.0,0.8518518518518519,11.471249944574353,3,23.0,0.7558719056175818,3,23.0
110.0,4,38.0,1.3103448275862069,11.473584302009415,4,46.0,0.7645392673875265,4,46.0
115.0,5,61.0,2.103448275862069,10.733519044744288,5,61.0,0.739049605251614,5,61.0
120.0,4,40.0,1.3333333333333333,10.900037644574336,4,87.0,0.7317621063014684,4,87.0
125.0,3,22.0,0.6666666666666666,11.104803435350954,3,52.0,0.7861844595151007,3,52.0
130.0,4,38.0,1.1176470588235294,11.526568907253743,4,73.0,0.7834047607111947,4,73.0
135.0,4,58.0,1.5675675675675675,11.956785513107597,4,88.0,0.8319623186601435,4,88.0
140.0,3,63.0,1.575,11.518021513295764,3,78.0,0.8219452033103959,3,78.0
145.0,4,70.0,1.7073170731707317,11.256522842178263,4,70.0,0.7911211640324985,4,70.0
150.0,6,97.0,2.1555555555555554,11.224405110511517,6,97.0,0.7629672896290488,6,97.0
155.0,6,127.0,2.760869565217391,11.842015186054168,6,127.0,0.783197872169078,6,127.0
160.0,6,145.0,2.7884615384615383,11.45999791059601,6,158.0,0.7392350594629464,6,158.0
165.0,8,181.0,3.3518518518518516,11.18439225147264,8,181.0,0.7356253134899234,8,181.0
170.0,10,170.0,2.982456140350877,10.952413632127172,10,227.0,0.7081569644724776,10,227.0
175.0,8,178.0,2.918032786885246,11.136972810609032,8,182.0,0.752215390552606,8,182.0
180.0,10,224.0,3.393939393939394,11.111273728551856,10,228.0,0.7414485254964928,10,228.0
185.0,14,284.0,4.176470588235294,10.664320377382868,14,288.0,0.7042570026421024,14,288.0
190.0,15,348.0,4.64,10.305693378447087,15,362.0,0.6809683764342702,15,362.0
195.0,18,431.0,5.671052631578948,10.053688960585106,18,431.0,0.6840142179898723,18,431.0
200.0,14,404.0,5.246753246753247,9.808156701191708,14,521.0,0.6770028175742474,14,521.0
205.0,12,410.0,5.54054054054054,9.723297192625099,12,412.0,0.745851234411534,12,412.0
210.0,14,473.0,6.142857142857143,10.030696615334962,14,473.0,0.7414250307312155,14,473.0
215.0,14,543.0,6.3882352941176475,10.253633897297416,14,543.0,0.7243121350545999,14,543.0
220.0,17,621.0,6.9,10.171739163030265,17,621.0,0.6918303602381495,17,621.0
225.0,25,728.0,7.74468085106383,9.40669663925926,25,728.0,0.6212027195661074,25,728.0
230.0,27,859.0,8.59,9.359127792841548,27,859.0,0.6150968054363741,27,859.0
235.0,29,988.0,9.320754716981131,9.161188715885416,29,1006.0,0.6064242021468211,29,1006.0
240.0,33,1145.0,10.315315315315315,8.862253285527496,33,1145.0,0.5925991497314391,33,1145.0
245.0,31,766.0,6.719298245614035,8.37317669409583,31,1319.0,0.5468088977655003,31,1319.0
250.0,9,43.0,0.35833333333333334,8.666413103618746,9,674.0,0.6106739323496408,9,674.0
255.0,5,37.0,0.30327868852459017,9.915197211526726,5,376.0,0.7146618503473707,5,376.0
260.0,6,64.0,0.5039370078740157,10.859272075631711,6,135.0,0.792684263798751,6,135.0
265.0,13,71.0,0.5419847328244275,10.885648771843417,13,180.0,0.7185393762379748,13,180.0
270.0,19,140.0,1.1023622047244095,10.74918804981961,19,208.0,0.7030169867539984,19,208.0
275.0,24,248.0,1.878787878787879,10.483276432172039,24,316.0,0.6717972531730734,24,316.0
280.0,27,379.0,2.8074074074074074,10.523655299987567,27,447.0,0.6504078548928941,27,447.0
285.0,31,523.0,3.6319444444444446,10.180456726109476,31,591.0,0.61440126579516,31,591.0
290.0,36,691.0,4.6066666666666665,9.978145022300614,36,759.0,0.6035180786146985,36,759.0
295.0,37,875.0,5.645161290322581,9.979466352214267,37,943.0,0.5971150177142861,37,943.0
