step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,11.700611573527567,0,0.0,0.7101825783750675,0,0.0
20.0,0,0.0,0.0,15.463368743192405,0,0.0,0.9386253614710405,0,0.0
25.0,0,0.0,0.0,16.27023181182259,0,0.0,0.9869763214776943,0,0.0
30.0,0,0.0,0.0,14.871888826696955,0,0.0,0.9358971864667908,0,0.0
35.0,0,0.0,0.0,14.446798607276914,0,0.0,0.9356555659125714,0,0.0
40.0,0,0.0,0.0,14.594803431057855,0,0.0,0.9710771959063592,0,0.0
45.0,0,0.0,0.0,14.368719958752779,0,0.0,0.944163041134822,0,0.0
50.0,0,0.0,0.0,14.939976868078189,0,0.0,0.9783447149466978,0,0.0
55.0,0,0.0,0.0,14.094212669207714,0,0.0,0.9573850843850696,0,0.0
60.0,0,0.0,0.0,13.202294519592337,0,0.0,0.8953505215991776,0,0.0
65.0,1,1.0,0.08333333333333333,12.6223259210611,1,1.0,0.8805003560021205,1,1.0
70.0,1,6.0,0.5,12.77836782867404,1,6.0,0.8900558887259247,1,6.0
75.0,1,11.0,0.7857142857142857,12.659894712274177,1,11.0,0.9038003896655634,1,11.0
80.0,1,16.0,1.1428571428571428,12.691317559419486,1,16.0,0.905375445789778,1,16.0
85.0,1,21.0,1.3125,12.4780248322859,1,21.0,0.885776034408922,1,21.0
90.0,2,27.0,1.6875,11.334027948071823,2,27.0,0.8005926849508944,2,27.0
95.0,3,40.0,2.0,10.242243280287267,3,40.0,0.7171791342476547,3,40.0
100.0,4,60.0,2.5,10.86049684842097,4,60.0,0.7769631303365343,4,60.0
105.0,3,70.0,2.5925925925925926,11.270952039081102,3,79.0,0.803328608014958,3,79.0
110.0,4,87.0,3.107142857142857,10.695716645937326,4,87.0,0.810100345490294,4,87.0
115.0,4,107.0,3.8214285714285716,10.701383837492486,4,107.0,0.7871784149848088,4,107.0
120.0,7,136.0,4.689655172413793,10.162711632906246,7,136.0,0.7102943879738223,7,136.0
125.0,6,164.0,4.96969696969697,10.48626457942154,6,170.0,0.7377692214082245,6,170.0
130.0,6,194.0,5.705882352941177,10.619729454268098,6,194.0,0.7586392280489274,6,194.0
135.0,6,224.0,6.054054054054054,10.845205910110653,6,225.0,0.766843681065195,6,225.0
140.0,7,255.0,6.538461538461538,10.182597144642907,7,255.0,0.7162824826024395,7,255.0
145.0,6,109.0,2.658536585365854,10.035511211779376,6,296.0,0.6973403388488341,6,296.0
150.0,3,54.0,1.2,10.560491912315872,3,84.0,0.7818696203818459,3,84.0
155.0,3,57.0,1.2391304347826086,10.924114189635674,3,104.0,0.7680922685683159,3,104.0
160.0,6,82.0,1.5769230769230769,10.604456001501331,6,112.0,0.7184655474043765,6,112.0
165.0,8,116.0,2.109090909090909,10.689069663297483,8,155.0,0.7020999094330399,8,155.0
170.0,10,164.0,2.8275862068965516,10.761365337835453,10,194.0,0.7087564981850643,10,194.0
175.0,11,212.0,3.4193548387096775,10.858334914693582,11,250.0,0.715523187333941,11,250.0
180.0,11,267.0,3.926470588235294,10.924480541216498,11,297.0,0.7317658404149067,11,297.0
185.0,14,330.0,4.647887323943662,10.899897058382626,14,360.0,0.7194329763049059,14,360.0
190.0,16,402.0,5.2894736842105265,10.435655412834338,16,432.0,0.70154062133503,16,432.0
195.0,16,482.0,6.025,10.426151059175144,16,512.0,0.6951047943162367,16,512.0
200.0,19,571.0,6.879518072289157,10.09955046700859,19,601.0,0.6526276387963277,19,601.0
205.0,21,675.0,8.333333333333334,9.967214887660221,21,705.0,0.6532840786599916,21,705.0
210.0,21,780.0,9.512195121951219,9.908713461282549,21,810.0,0.6564010539473344,21,810.0
215.0,21,885.0,10.056818181818182,10.076580350756377,21,915.0,0.6492894453398708,21,915.0
220.0,21,990.0,10.64516129032258,10.382339658736345,21,1020.0,0.6737412144588939,21,1020.0
225.0,21,1095.0,11.526315789473685,10.528263412117058,21,1125.0,0.6987344042531971,21,1125.0
230.0,23,1203.0,11.910891089108912,10.127798727478126,23,1233.0,0.6642673360881851,23,1233.0
235.0,25,1325.0,12.5,10.092131980906265,25,1355.0,0.6508667451358692,25,1355.0
240.0,27,1458.0,13.017857142857142,10.231775389971736,27,1488.0,0.642974547273589,27,1488.0
245.0,27,1593.0,13.973684210526315,10.12840131191374,27,1623.0,0.6352401261299405,27,1623.0
250.0,31,1742.0,14.516666666666667,9.940659301204157,31,1772.0,0.6180420131854798,31,1772.0
255.0,33,1903.0,15.858333333333333,9.84016809445372,33,1933.0,0.6028186204847568,33,1933.0
260.0,33,2068.0,16.544,9.940364236496631,33,2098.0,0.6128269553660664,33,2098.0
265.0,34,2235.0,17.4609375,9.697990491943763,34,2265.0,0.6039265760719671,34,2265.0
270.0,37,2418.0,18.74418604651163,9.319188395461127,37,2448.0,0.560114024121892,37,2448.0
275.0,42,2620.0,19.69924812030075,9.124756154775175,42,2650.0,0.545082529600696,42,2650.0
280.0,44,2837.0,20.860294117647058,9.048509058164203,44,2867.0,0.5487001718386033,44,2867.0
285.0,48,3069.0,21.92142857142857,8.723564791686204,48,3099.0,0.520693578028166,48,3099.0
290.0,50,3314.0,22.855172413793102,8.74009906606645,50,3344.0,0.5288482471541435,50,3344.0
